Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
2,3,1,60,31,2,2,2,58,130,0,0,1500,1537
1,2,5,36,24,2,2,3,45,0,0,0,1000,2223
2,2,5,30,28,1,1,2,35,70,0,0,550,875
1,4,1,60,30,2,1,1,60,147,5500,2000,1700,1719
1,5,2,48,46,2,1,1,90,137,2000,0,1100,1487
1,10,3,36,44,2,1,3,75,77,8000,0,900,943
2,0,1,48,37,2,2,2,120,300,8000,2000,1500,2977
2,3,2,60,37,2,1,2,90,166,3000,0,800,877
1,1,2,48,59,2,1,4,35,33,6000,0,850,900
1,2,2,48,57,2,2,1,45,200,15000,0,1300,2700
1,15,2,24,29,2,1,1,45,130,4000,0,400,899
1,1,1,60,35,3,1,1,45,100,0,0,1250,1400
1,14,2,60,28,2,1,1,60,107,6000,2500,950,1610
2,2,6,60,22,1,1,1,35,83,0,0,1400,1430
1,10,1,60,42,2,1,1,76,158,5000,0,1000,1000
1,2,5,60,30,4,1,3,35,150,0,0,1500,1671
2,0,2,60,62,2,2,4,90,136,2650,0,600,790
1,5,2,60,42,2,1,1,75,101,3500,0,1090,1190
2,15,2,48,50,2,2,3,60,0,99999999,99999999,4000,6146
1,18,2,24,61,2,1,3,45,119,8000,0,1100,1340
1,0,6,36,50,2,1,2,60,162,20000,0,1000,1615
2,1,2,60,42,2,1,2,120,143,5500,2000,1160,1285
1,0,2,36,24,1,1,2,45,97,8000,0,600,1542
2,4,1,48,23,2,1,3,52,171,0,0,1150,1450
1,25,1,60,52,2,1,1,61,163,5000,900,1650,1683
2,4,1,36,34,2,1,1,70,100,0,0,900,1150
1,6,3,48,35,2,1,1,45,125,3500,1125,700,1226
2,9,1,60,32,2,2,3,71,109,0,0,1135,1355
1,5,3,60,31,2,1,1,35,90,3000,0,900,1152
1,12,5,36,35,1,1,1,35,170,0,0,1100,1542
2,0,2,24,47,4,1,3,35,0,20000,4000,900,1100
1,5,1,48,31,2,1,1,70,247,0,0,900,1039
2,13,3,60,38,2,1,1,90,108,1500,30,1400,1410
1,0,1,60,28,2,1,1,76,155,0,0,800,1218
1,2,5,48,26,2,1,1,60,110,10000,0,1300,1700
1,8,1,48,29,2,1,1,42,70,0,0,1100,2111
2,0,6,60,27,2,2,1,75,0,0,0,1600,1786
1,2,2,24,20,1,1,1,45,176,5000,0,700,1299
1,4,1,36,35,1,1,1,46,110,0,0,1000,1642
2,3,6,36,25,1,1,1,45,0,0,0,900,1270
1,23,5,60,43,1,1,1,35,90,3500,0,1050,1228
1,8,1,54,29,2,1,1,43,80,0,0,1000,1241
1,1,1,60,37,1,1,1,45,100,0,0,1150,1555
1,8,1,36,51,2,2,3,60,0,0,0,400,600
1,10,1,60,28,2,1,1,78,325,18,3000,2250,2250
1,15,2,36,58,2,1,3,60,159,9000,0,687,687
1,1,5,36,24,1,1,1,35,70,0,0,700,1067
1,12,2,60,26,2,1,1,60,187,6000,1000,1100,1175
1,5,5,12,43,2,1,1,105,265,0,0,500,1114
1,8,3,60,32,2,1,1,35,95,2500,480,950,1350
1,1,5,24,21,1,1,2,35,90,0,0,900,1307
2,7,5,60,40,2,1,1,90,93,8000,0,1300,1588
1,16,1,60,36,2,1,1,100,250,0,0,1250,1816
1,11,1,60,54,2,1,1,54,90,0,0,1000,1303
1,21,2,36,44,2,1,1,75,170,4000,0,1200,1650
2,2,1,60,57,2,1,4,50,52,1800,0,800,866
1,17,1,48,54,2,1,1,168,325,0,0,860,1059
1,8,2,60,40,2,1,1,75,110,3000,0,950,1286
2,4,2,60,40,2,2,1,60,231,7000,3000,1100,1291
2,9,2,60,34,2,2,3,75,300,4000,300,1000,1392
1,1,5,60,21,1,1,2,35,42,0,0,1100,1112
2,4,3,60,43,2,2,1,45,109,0,0,1050,1530
2,7,6,48,22,2,1,3,45,0,0,0,1100,1729
2,1,6,36,37,2,1,3,60,27,0,0,850,1000
2,1,6,48,27,1,2,2,35,105,0,0,1300,1533
1,0,2,36,54,2,1,2,60,110,11500,0,1100,1759
1,20,2,60,54,2,1,1,60,191,5000,0,600,1400
1,2,1,48,31,1,1,1,43,75,0,0,800,900
1,25,2,48,47,2,1,3,60,157,15000,0,1990,2460
1,4,2,60,36,2,2,1,75,236,3750,2000,1500,1615
2,13,2,54,52,2,1,1,75,80,4000,0,1300,1394
1,15,2,48,30,2,1,3,75,100,27000,5000,900,900
1,4,2,60,33,2,1,1,75,128,3500,100,400,1244
2,1,6,36,44,2,2,1,60,154,2500,0,2000,2500
2,1,1,36,44,2,2,1,54,88,0,0,500,650
2,6,5,60,26,1,1,1,35,92,0,0,600,1300
2,0,5,60,23,1,1,2,35,205,0,0,1400,1426
1,27,2,60,50,2,1,1,75,135,5500,1000,600,1346
2,11,1,36,59,2,1,1,69,85,0,0,850,1100
1,35,1,60,52,2,1,1,83,384,3000,3000,900,1633
1,14,1,48,43,2,1,1,54,85,2000,0,500,800
1,10,2,60,37,2,2,3,60,107,20000,600,1000,1175
1,30,2,36,56,2,1,1,60,150,2000,0,400,450
1,6,1,36,31,4,1,1,49,140,0,0,550,999
1,0,5,24,22,1,1,2,35,85,0,0,650,1056
1,1,2,60,30,1,2,3,35,57,4000,2100,1500,1950
2,0,2,60,62,2,1,4,45,42,4000,0,500,827
2,15,2,60,37,2,1,1,75,200,9000,2500,1400,1699
2,7,5,24,31,2,1,3,35,67,0,0,200,2000
1,0,2,48,44,2,1,2,75,120,4000,0,900,1204
1,0,3,48,45,2,1,1,75,194,3000,100,1000,1429
2,2,1,60,33,2,1,1,80,196,0,0,1350,1364
2,10,1,60,37,2,1,1,85,96,4000,850,1100,1340
1,2,6,60,39,1,1,1,35,113,0,0,1250,1499
2,0,2,60,48,2,1,2,75,100,7000,0,1000,1129
1,5,2,36,52,2,1,1,35,220,12000,5000,1250,1542
1,1,5,60,30,1,1,1,35,113,0,0,930,955
2,4,6,48,41,2,2,3,45,140,0,0,1000,1250
2,7,1,48,43,2,1,1,44,92,0,0,1300,1653
2,2,1,60,24,2,1,1,70,100,0,0,900,1127
2,6,5,48,32,1,2,1,35,85,0,0,1100,1330
1,25,2,60,50,2,1,1,75,85,8000,0,1500,2075
2,0,5,36,21,1,1,2,35,130,2000,0,875,1075
1,1,2,36,31,2,1,1,45,197,8000,300,1590,1597
1,24,2,60,54,2,1,3,45,109,17000,0,2000,3400
1,2,2,60,27,2,1,1,45,120,5000,400,1000,1140
1,8,1,60,26,2,1,1,59,140,0,0,1400,1538
1,3,2,60,27,2,1,3,45,21,4000,0,1050,1064
1,2,5,60,23,1,2,1,35,80,0,0,1570,1671
2,27,2,18,47,2,2,3,75,0,99999999,99999999,5000,6500
1,20,1,60,35,1,1,1,56,110,0,0,1000,1279
1,7,2,60,36,2,1,1,90,120,6000,1500,900,1175
1,6,1,60,23,2,1,1,48,134,0,0,1000,1064
1,0,2,60,30,2,1,1,45,180,5000,0,1600,1924
2,2,1,48,36,2,1,1,85,95,0,0,1340,1771
1,3,2,60,29,2,1,1,45,130,3500,1690,1100,1127
1,1,5,24,21,1,1,1,35,64,3000,0,700,1250
2,10,2,48,54,2,1,3,35,27,5000,0,1050,1054
1,11,2,48,42,2,1,1,75,180,3500,1200,700,1703
1,16,2,60,33,2,1,1,45,90,6000,0,1500,1630
2,3,5,48,38,2,1,2,60,67,0,0,1000,1045
1,8,1,48,36,2,1,1,76,159,0,0,830,939
1,18,1,60,53,2,1,1,71,107,4000,0,1300,1450
1,5,2,36,58,2,1,4,35,80,7000,0,750,1150
1,5,5,60,23,1,1,1,35,120,0,0,1300,2100
2,3,1,60,30,2,1,3,45,0,0,0,1150,1395
1,1,1,60,21,2,1,2,45,100,17000,0,1050,1251
2,0,6,60,31,2,2,1,90,0,0,0,1450,1604
1,23,3,60,51,2,2,1,45,110,2500,0,800,1343
1,18,5,60,34,2,1,1,60,112,6550,0,600,1346
1,3,2,24,41,2,1,3,60,0,11000,0,800,1173
1,1,2,18,40,2,1,3,45,0,5000,0,300,1272
2,0,2,36,34,2,1,2,75,80,4500,300,600,1339
1,30,2,48,45,2,1,1,75,105,10000,2400,830,1128
1,12,3,48,45,2,1,1,45,159,5000,0,1200,1425
2,3,1,48,39,2,2,1,97,223,0,0,1250,1609
1,15,2,36,45,2,1,3,60,214,8000,0,1400,1500
1,20,2,48,58,2,1,3,60,380,35000,0,1100,1150
1,2,2,36,34,2,1,1,60,125,59000,900,1500,3000
1,4,2,24,32,2,1,1,45,122,4000,1,500,1045
1,8,5,60,33,2,1,3,75,160,0,0,1200,1506
2,9,5,60,32,1,2,1,35,105,0,0,1490,1490
1,8,2,24,35,2,2,3,75,180,12000,0,1000,2256
1,17,2,12,47,2,1,1,75,80,2500,0,400,1454
2,2,1,48,20,1,1,1,48,125,0,0,1150,1234
2,29,1,60,55,2,2,1,45,100,0,0,1400,1530
2,1,1,36,46,2,1,2,82,72,0,0,850,1418
1,35,2,48,50,1,1,3,35,100,12000,0,800,1161
2,0,6,60,40,2,1,3,75,0,0,0,1200,1380
1,8,2,54,31,2,1,1,75,280,14000,7000,850,1050
1,32,1,36,52,2,1,1,63,180,0,0,1100,1489
1,4,2,48,29,2,1,1,45,160,3500,0,1000,1226
1,1,2,36,36,2,1,1,35,100,7000,0,2000,2500
2,2,3,48,37,2,2,2,75,115,2000,0,850,1194
1,5,2,60,28,2,2,3,75,240,3000,0,1300,1585
2,1,1,24,32,1,1,3,35,0,0,0,290,490
1,7,3,12,30,1,1,3,35,0,3000,0,600,670
2,0,2,48,39,2,1,3,60,16,3000,0,850,1053
2,0,5,36,22,1,1,2,35,103,4500,0,1050,1485
1,2,2,24,40,2,1,3,60,0,5000,0,680,1682
2,3,1,36,32,1,1,3,35,0,0,0,950,1350
1,14,2,36,34,3,1,1,45,202,6500,0,350,800
1,8,1,36,61,1,1,1,42,72,0,0,325,450
1,2,2,48,24,1,1,1,35,157,6000,0,1000,1347
1,15,2,60,63,2,1,1,60,315,3500,266,1000,1241
1,28,2,24,45,2,1,1,75,164,5000,0,600,1190
1,2,2,60,38,2,1,1,60,88,3500,500,1100,1263
1,0,5,24,20,1,1,1,35,155,7000,0,1450,1688
2,4,1,24,40,2,2,1,56,214,0,0,800,1200
1,16,2,48,36,2,1,1,75,108,4000,0,500,1064
1,0,2,60,64,2,1,4,35,101,5000,0,820,1205
2,6,2,24,39,2,1,1,75,58,2000,0,175,300
1,2,2,36,37,2,1,1,60,125,2000,0,450,1490
1,2,2,36,23,1,1,1,35,88,5500,0,750,1218
2,0,2,60,27,2,1,2,35,74,5000,2500,1550,1555
1,3,2,60,27,2,1,1,75,122,4000,0,1400,1702
1,2,1,48,34,2,1,3,75,300,0,0,1700,2185
0,10,3,60,25,1,1,1,35,148,3000,0,1500,1888
1,10,2,24,46,2,1,3,120,400,6000,2700,600,1080
1,1,1,60,25,2,1,2,42,73,0,0,1000,1050
2,5,5,36,45,2,2,1,75,68,0,0,2375,2875
1,2,5,36,34,2,1,1,60,400,9800,0,900,1316
2,1,5,36,24,1,2,2,35,50,0,0,1750,1850
1,21,3,48,51,2,1,1,60,110,2500,400,1000,1398
1,15,2,48,53,2,1,3,75,100,17000,0,500,1114
1,15,2,48,55,2,1,3,45,88,15000,0,650,1243
2,1,5,36,33,1,1,1,35,125,0,0,600,1600
1,5,1,24,31,2,1,1,84,90,0,0,400,2230
1,15,6,36,30,2,1,1,45,131,0,0,250,1341
2,3,2,60,45,2,1,3,60,0,5000,0,1370,1403
1,14,3,60,38,2,1,1,60,110,8000,400,450,1133
1,1,1,36,22,2,1,1,62,168,0,0,1200,2186
1,0,2,60,49,2,1,1,60,400,5000,0,1200,1283
1,20,2,12,52,2,1,3,60,208,8500,0,400,1202
1,15,2,12,49,2,1,3,75,0,17000,0,700,1420
2,2,1,36,29,2,1,1,85,100,0,0,2100,2300
1,0,5,48,27,1,2,1,35,46,0,0,900,1216
1,3,2,24,29,2,1,1,45,254,6000,800,500,1900
2,1,5,48,25,1,1,3,35,0,0,0,1800,1809
2,0,5,48,28,1,1,3,35,65,3000,0,800,1800
1,9,2,60,39,2,1,1,35,350,8000,0,1250,1304
1,3,2,60,30,4,1,1,60,157,15000,0,1000,2010
2,12,1,36,36,2,2,1,74,140,0,0,1400,1725
1,7,3,36,24,1,1,3,35,131,7500,0,1350,1406
1,12,2,36,46,2,1,3,45,0,8000,0,500,500
1,7,2,36,51,2,1,1,75,100,12000,0,1000,1300
1,22,1,60,47,2,1,1,56,114,0,0,1000,1163
1,18,6,60,43,2,1,1,75,160,0,0,2000,2240
1,8,2,60,36,2,1,3,75,148,2600,0,1400,1775
1,1,1,18,33,2,1,3,69,244,0,0,600,1150
2,1,5,60,36,2,1,2,60,60,0,0,1400,1612
1,8,3,60,49,2,1,1,45,120,3000,0,900,985
1,2,2,36,37,2,1,1,60,83,3500,0,310,1119
2,1,2,60,55,2,2,4,45,136,30000,0,1400,1424
1,4,2,36,36,2,1,1,45,75,4000,0,800,800
1,40,2,48,60,2,1,3,75,183,5000,0,1200,1308
1,0,5,60,21,1,1,3,35,44,0,0,1200,1311
1,9,5,60,33,2,1,1,45,221,3000,0,1600,2344
1,6,2,24,39,2,1,3,60,178,18000,0,1000,2099
1,23,2,48,47,2,1,1,105,139,2500,0,750,940
2,4,5,36,28,1,1,1,35,116,0,0,925,1350
2,0,5,60,18,1,1,2,35,45,0,0,900,1001
1,0,5,36,26,1,1,1,35,63,0,0,600,994
2,0,1,36,29,2,1,2,78,180,0,0,650,650
2,3,1,60,34,2,1,3,45,0,0,0,1000,1625
1,3,1,48,29,2,1,1,59,137,0,0,800,889
2,1,2,24,51,2,2,3,180,99999999,65000,0,1500,1753
2,15,2,36,44,2,2,1,90,245,4000,0,375,460
1,10,2,36,39,2,1,1,90,122,3000,0,500,1472
1,18,2,60,42,2,1,1,45,172,3500,0,1850,2034
2,8,2,36,45,2,2,3,45,314,18000,0,2800,2960
1,20,2,36,37,2,2,1,60,150,3500,0,450,950
1,5,5,12,41,2,1,3,35,0,0,0,900,1925
1,0,2,60,34,2,2,2,35,165,8000,2000,1450,1800
1,0,2,48,63,2,1,4,35,100,6000,2900,1000,1439
1,24,2,60,52,2,1,1,45,80,4000,0,1200,1257
1,12,2,60,27,2,1,1,35,132,3000,1400,1400,1428
2,1,1,60,39,2,1,1,69,92,0,0,900,1020
1,14,2,48,51,2,1,1,45,130,2000,0,1400,1700
1,3,2,60,38,2,1,2,75,90,3000,0,930,1135
1,30,2,60,64,2,1,1,45,120,14000,0,1125,1300
1,9,2,60,53,2,1,1,45,170,2500,0,850,1205
1,0,2,18,39,2,1,1,75,47,3500,0,350,1236
1,30,5,24,53,2,1,3,90,500,0,0,600,1100
2,7,1,60,32,2,1,1,46,111,0,0,1200,1373
2,5,1,60,25,2,1,3,72,121,0,0,2000,2200
2,21,2,60,44,2,1,1,90,105,1150,720,200,1078
2,0,6,60,52,2,2,1,45,0,0,0,1400,1734
1,10,5,36,37,1,2,1,35,150,0,0,1000,2484
1,3,1,48,26,2,1,1,58,230,0,0,1150,1316
1,2,2,36,51,2,1,2,75,125,4500,0,600,989
1,20,5,60,36,2,1,3,60,130,0,0,1200,1630
1,23,2,36,45,2,1,1,45,230,7500,0,1350,1520
1,8,2,48,34,2,1,3,45,0,8000,3600,600,1699
1,8,3,60,30,2,1,1,75,100,2000,192,1400,1460
1,12,5,36,30,1,1,1,35,59,0,0,600,1206
1,8,1,36,30,2,1,1,71,112,8000,0,1000,1175
2,0,3,60,34,2,1,2,35,107,3000,2500,1000,1189
1,0,1,60,44,2,1,3,45,99999999,6000,0,1600,1725
2,0,1,60,19,1,1,4,35,0,0,0,900,1158
2,2,2,60,27,1,1,1,60,46,3000,0,700,1130
2,0,5,60,25,1,2,1,35,95,8000,0,1250,1742
1,20,2,48,50,2,1,3,60,142,5000,0,650,1177
1,12,1,36,43,2,1,1,78,180,0,0,1600,2200
1,15,2,36,55,2,1,3,75,70,14000,600,600,850
1,3,2,60,36,2,2,3,35,60,2500,0,2300,2965
1,0,2,36,32,2,1,3,90,0,17000,0,700,875
2,0,6,24,46,1,2,1,35,78,0,0,550,550
1,3,2,36,36,2,1,3,75,99999999,4000,0,1000,1818
1,2,1,60,28,1,1,1,45,101,0,0,1300,1333
2,5,1,48,22,2,1,1,51,156,0,0,1500,1564
1,9,5,36,28,1,1,1,35,65,0,0,600,1446
1,10,2,60,50,2,1,3,35,0,3500,0,700,985
2,2,2,36,54,1,2,1,35,352,30000,0,750,1061
1,7,2,60,44,2,1,3,90,190,10000,0,1350,1527
1,2,2,12,30,2,1,1,35,110,15000,0,700,1355
1,15,2,36,41,2,1,3,90,129,16000,0,1000,1655
1,1,6,36,46,2,1,3,60,0,0,0,660,1212
1,6,5,48,27,1,1,1,35,113,4000,0,990,995
1,1,1,60,34,2,1,1,58,130,0,0,1000,1101
1,15,2,36,35,2,1,1,60,146,3500,0,1600,2122
1,0,6,60,21,1,1,2,35,0,4000,0,1250,1300
1,4,5,60,22,1,1,1,35,80,0,0,1200,1425
1,15,5,60,42,2,1,3,60,0,0,0,1100,1100
1,5,5,60,21,1,1,1,35,60,0,0,1100,1134
1,40,2,36,58,2,1,3,45,0,26000,0,1500,2554
1,10,1,60,26,2,1,1,78,175,0,0,1000,1314
2,5,1,60,43,1,1,3,39,42,0,0,1600,1872
1,1,3,60,24,2,1,1,45,115,14500,0,1400,1675
1,10,2,36,32,2,1,3,60,300,40000,3000,2000,4138
1,8,2,36,31,4,1,1,35,102,3000,0,1000,1364
1,5,4,48,51,5,1,1,35,95,6000,0,500,645
2,1,1,60,21,1,1,2,41,60,0,0,850,930
1,12,2,36,55,2,1,1,45,104,5000,0,275,575
1,2,2,60,29,2,2,1,35,160,3000,0,900,1310
2,0,5,60,26,4,1,4,35,99999999,0,0,950,1735
1,6,2,18,33,1,1,1,35,163,6000,0,1200,2022
1,11,2,12,51,2,1,3,45,80,6000,0,1000,1931
1,4,1,42,41,2,1,3,90,0,10000,0,1300,2260
1,4,2,60,32,2,1,3,60,0,6000,0,1100,1296
1,10,5,36,34,2,2,3,45,0,10000,0,600,882
1,1,2,60,33,2,1,1,60,93,3500,0,1190,1190
1,13,2,60,43,2,1,1,60,95,3000,0,890,1196
2,5,2,60,26,1,2,3,35,142,5500,3800,950,977
2,9,6,60,35,2,1,1,60,70,0,0,1500,1562
1,10,2,48,41,1,1,1,35,175,3000,0,750,1128
1,3,6,60,55,2,1,1,45,45,0,0,600,864
1,21,2,48,52,2,1,1,60,117,3000,0,1650,2276
1,23,2,12,37,2,1,1,45,165,5000,0,900,1694
1,0,1,60,35,1,1,1,51,163,0,0,1000,1353
2,2,1,60,24,1,1,1,35,0,0,0,850,989
2,2,3,60,28,2,2,1,75,166,6000,0,1500,1599
1,7,5,60,26,1,1,1,35,100,0,0,1000,1238
1,2,2,24,33,2,2,1,75,147,2000,900,400,750
1,1,5,36,24,1,1,1,35,60,0,0,1000,1602
1,14,2,48,39,2,1,1,60,114,11800,0,1300,1926
1,4,2,24,30,2,2,1,45,165,3000,0,250,450
1,4,2,24,40,2,1,3,60,0,5000,0,500,2260
2,1,5,36,22,1,2,2,35,50,0,0,425,450
1,2,2,24,49,1,1,3,35,150,32000,0,800,816
2,4,6,60,25,1,1,2,35,92,0,0,1400,1661
1,4,5,60,24,2,1,1,35,130,0,0,800,897
1,4,5,60,26,1,1,3,35,60,0,0,600,710
2,0,1,36,24,1,1,2,44,85,0,0,375,575
1,4,2,48,30,2,1,1,60,167,3500,1000,800,1350
1,3,2,12,32,2,1,3,75,25,3600,1800,100,550
1,6,6,30,22,1,1,1,35,73,0,0,1086,1086
2,3,5,48,26,2,1,3,35,0,3500,0,150,816
2,3,1,36,39,2,1,1,90,150,0,0,300,700
1,6,2,6,29,2,1,1,45,190,5000,0,200,2179
1,16,2,48,41,2,1,1,45,108,9000,0,1150,1235
1,5,2,60,36,2,1,1,75,107,12000,2000,600,1735
1,4,6,60,27,2,1,1,35,98,5000,0,1200,1609
1,1,2,48,39,2,1,1,45,150,10500,0,1300,1392
2,6,2,12,36,2,2,1,90,78,6000,2700,300,500
2,0,1,60,33,2,1,2,77,166,0,0,850,984
1,20,1,36,56,2,2,1,77,173,0,0,1100,1256
1,14,2,60,34,1,1,1,35,90,5000,0,1000,1349
1,16,2,36,55,2,2,1,60,230,5000,0,1200,1460
2,1,6,48,35,4,2,1,35,126,0,0,1300,1696
1,2,2,36,49,2,2,3,75,154,14000,0,850,1263
1,17,2,60,34,2,1,1,75,173,4000,1600,933,964
1,19,2,12,34,2,1,3,75,428,32000,0,500,1030
1,2,5,24,19,1,1,2,35,60,0,0,530,630
1,5,2,60,37,2,1,3,60,67,3500,196,1300,1625
1,1,2,60,34,2,1,3,60,0,11000,0,1400,1500
1,16,2,60,32,2,1,1,45,110,6000,2000,1400,1830
2,8,6,36,29,2,2,1,60,170,0,0,800,1000
1,31,2,24,58,2,1,1,35,160,3000,0,700,700
1,18,6,36,54,2,1,1,75,119,0,0,300,1268
1,18,1,60,57,2,1,1,77,170,4000,0,1300,1604
1,4,2,24,44,2,1,3,75,86,5000,0,900,1100
2,6,1,36,49,2,1,4,65,54,0,0,450,615
1,0,2,48,24,2,1,2,45,95,5000,0,1000,1601
1,5,1,48,29,2,1,1,78,177,4000,0,700,960
2,3,6,60,27,2,1,1,90,126,4000,0,1400,1800
1,15,2,60,35,2,1,1,75,290,15000,0,775,951
1,1,1,48,27,1,1,1,45,97,0,0,850,1000
1,14,2,60,41,2,1,1,60,100,6000,0,450,1377
1,8,2,60,28,2,1,1,75,180,4000,0,1300,1730
1,32,2,24,62,2,1,3,45,119,8500,0,700,1200
1,1,2,60,28,2,1,1,45,133,5000,9000,700,1175
1,2,2,36,35,2,1,1,75,152,3000,0,1000,1542
1,2,2,60,45,2,1,1,75,165,3000,0,900,1500
1,20,1,36,57,2,1,3,102,117,0,0,475,500
1,10,5,24,33,1,1,3,35,200,70000,12000,1100,1457
1,20,3,60,39,2,1,1,90,159,2000,0,750,790
1,25,2,48,44,2,1,3,75,250,20000,0,700,1100
1,15,5,36,39,1,1,1,60,120,0,0,900,900
1,10,2,48,34,2,1,3,75,200,19000,0,750,1590
1,18,2,60,32,1,1,1,35,133,3500,150,1600,2200
1,4,1,36,60,4,1,1,46,111,0,0,500,750
1,26,1,36,61,2,1,1,56,109,0,0,400,425
1,4,1,36,48,2,1,3,94,340,1000,0,525,525
2,0,1,60,24,2,1,2,41,56,0,0,1308,1558
2,10,0,18,47,2,2,3,45,99999999,99999999,99999999,700,1428
2,2,2,48,40,2,2,1,90,250,9000,7000,1250,1776
1,1,1,60,28,2,1,1,60,150,0,0,1350,1419
1,3,5,36,21,1,1,2,35,49,0,0,750,850
2,2,1,60,20,1,1,1,46,108,0,0,1200,1300
1,15,1,60,41,2,1,1,74,137,0,0,1000,1450
1,12,2,48,48,2,1,1,45,293,12000,0,500,600
2,10,6,36,44,2,2,3,75,0,0,0,1300,2276
1,10,1,48,38,2,1,3,78,333,0,0,700,1386
2,5,5,48,28,2,1,1,35,173,0,0,1600,1630
1,10,6,18,48,2,1,1,90,214,0,0,1000,1608
1,15,2,48,51,2,1,1,45,85,4000,0,600,1298
1,10,5,48,31,2,1,1,35,47,8000,0,1000,1389
1,45,6,48,62,2,1,1,45,100,0,0,450,935
2,8,5,36,27,1,1,2,35,53,0,0,225,350
2,2,1,36,21,1,1,1,45,100,0,0,700,825
1,2,2,48,40,2,1,3,60,160,3000,800,1300,1521
1,0,3,12,39,2,1,1,45,178,2000,0,150,550
1,21,5,60,39,2,2,1,60,210,5000,0,1500,1787
1,10,3,36,41,2,1,1,45,168,11500,4000,250,500
1,2,2,60,27,2,1,1,45,275,8000,4500,1500,2178
1,12,6,60,33,2,1,1,60,140,0,0,1650,1910
2,5,1,60,47,1,2,1,46,106,8500,0,2500,2664
1,8,6,48,24,2,1,1,45,56,0,0,770,1129
1,21,2,36,37,2,1,1,75,300,7000,3500,1100,1876
1,1,2,48,28,2,1,1,45,116,4000,1857,1100,1173
1,3,2,60,33,2,2,3,75,225,2000,0,1400,1980
1,6,4,24,31,1,1,1,35,250,8000,0,1000,2436
1,7,2,48,32,2,2,1,45,140,5500,0,550,1250
1,7,2,36,41,2,1,1,75,87,4500,0,2000,2104
1,19,2,60,56,2,2,1,45,298,8000,0,1700,2195
2,4,1,60,33,2,1,3,82,69,0,0,2000,2216
1,22,2,60,46,2,1,1,60,75,3000,600,950,1263
1,12,2,60,39,1,2,1,35,125,4000,0,1000,1516
1,0,1,60,31,2,1,4,60,0,5000,0,1300,1572
1,12,1,60,42,2,1,1,114,390,0,0,1100,1126
1,3,2,48,37,3,1,4,45,110,10000,0,1700,2481
1,0,5,60,20,2,1,3,45,100,0,0,1850,2150
1,16,2,48,40,2,1,1,60,225,20000,3000,700,834
2,5,5,60,40,2,2,1,45,100,0,0,1385,1385
1,2,2,48,50,2,1,1,35,86,4000,0,900,1221
2,0,6,60,51,2,1,3,60,0,0,0,1300,1321
1,3,2,36,28,2,1,3,35,180,5000,0,375,1139
1,12,2,60,27,2,1,1,60,118,6000,800,900,1200
1,12,2,48,40,2,1,1,75,293,4000,0,1298,1298
1,11,2,60,44,2,2,1,60,130,3500,0,1400,1731
1,2,1,36,54,2,1,1,54,187,0,0,1200,2050
2,5,1,36,22,1,1,1,42,70,0,0,850,870
1,10,1,60,36,2,1,1,85,100,0,0,850,1150
1,4,3,36,31,2,1,1,60,144,3000,0,1000,1218
1,1,5,48,28,1,1,1,35,140,0,0,1400,1728
2,2,1,18,38,2,1,2,90,148,0,0,300,400
1,7,2,36,23,2,1,1,35,247,5000,400,1500,1785
2,4,2,48,44,2,1,3,60,250,40000,9300,700,1111
1,3,2,6,27,2,1,1,60,150,4000,1500,400,1300
1,1,2,60,40,2,2,1,45,100,8500,0,400,1570
1,34,2,60,50,2,2,1,60,150,9000,0,1300,1700
2,0,2,60,44,5,2,1,60,60,4000,3378,1400,1703
1,2,2,60,24,2,1,1,45,375,5000,0,2200,2433
1,20,2,18,62,2,1,1,60,125,5000,0,500,1150
1,30,2,48,47,2,1,1,60,140,8000,0,1100,1298
1,3,2,60,25,2,1,2,60,120,3500,200,1000,1342
1,11,2,36,26,2,1,1,45,137,6000,0,1000,1264
1,3,2,60,38,1,1,1,35,250,5000,0,1500,1934
2,0,5,48,30,1,2,1,35,274,0,0,2000,2354
1,4,2,60,26,1,1,1,35,130,3000,0,700,1504
1,15,1,12,35,4,1,1,44,90,9000,0,400,1400
1,3,5,60,25,1,1,1,35,130,6000,0,625,1083
1,12,2,60,28,2,1,1,45,141,6000,400,1100,1544
1,5,2,18,29,2,1,1,45,142,6000,3000,450,1678
1,7,5,48,31,1,2,1,35,72,5500,0,1000,1051
2,1,1,60,22,1,1,1,46,113,0,0,1600,1989
1,22,1,60,48,2,1,1,66,210,0,0,1200,1233
2,6,2,36,32,2,2,3,60,149,8000,3000,950,950
1,3,2,24,43,2,1,3,75,0,3000,0,650,1548
1,2,3,60,30,2,1,1,60,152,3500,750,800,865
1,10,2,30,26,2,1,1,75,145,1434,0,300,1542
1,10,1,30,48,2,1,1,74,139,5000,0,300,420
2,1,1,36,28,1,1,3,52,170,0,0,350,1500
1,16,5,24,44,1,1,3,35,86,0,0,700,950
1,2,5,60,28,1,1,1,35,220,0,0,1600,1739
1,2,6,48,24,2,1,1,35,63,4000,0,700,985
1,15,2,60,45,5,1,1,35,140,16000,0,1000,1200
1,1,5,48,30,1,1,1,35,75,13000,0,1000,1300
1,13,2,48,36,2,1,1,45,124,3000,0,700,1365
1,3,2,36,40,2,1,1,75,125,3500,0,800,1200
1,5,6,18,65,2,2,4,35,99,0,0,375,675
1,10,2,30,37,2,1,1,60,200,7000,0,750,1923
